video_id,title
VYkGgjGRwBM,Abro Espaço
0DJDIx6J3Pw,Fui Perdoado
GGL_USR_ID:2167526033,Vou Gritar (Ao Vivo)
1535313597,Toma-me
GGL_USR_ID:3616451751,Lá Vem a Alvorada
GGL_USR_ID:5013354957,Céus (Ao Vivo)
1616079637,Eu Quero Ir (Ao Vivo)
GGL_USR_ID:1450301609,Quanto a Mim (Ao Vivo)
lOq_kNj-rNw,Teu Poder  Creio Em Ti 
,Gratidão
qatlmR_9-2Y,Alive Remix - Hillsong Y&F (Vivo Estás)
GGL_USR_ID:3032424384,Memorial de Glória
5FS_hOPpmCY,UMA COISA PERMANECE (LYRIC VÍDEO)
,Isaias Saad   Estou Aqui   Clipe oficial   ft  Luma Elpidio
1472752229,O Espírito do Senhor
1949947002,Como Aquela Mulher (Ao Vivo)
1524247450,Bondade e Misericórdia
4105983838,O Rei da Manjedoura
1472697637,Diálogo 6
GGL_USR_ID:1978128926,Desafogo
1646973888,Mostra Tua Glória (Ao Vivo)
GGL_USR_ID:1472709063,Abra os Olhos Do Meu Coração (Ao Vivo)
GGL_USR_ID:1453401499,Único
GGL_USR_ID:1472781733,Nenhuma Condenação Há (Ao Vivo)
GGL_USR_ID:1524256548,Liberta-me de mim (Ao Vivo)
GGL_USR_ID:3302925993,Exaltado
GGL_USR_ID:1453404725,O Céu É Real
1573723414,A Vitória Da Cruz (Ao Vivo)
bjDcJz92i1U,Oh Quão Lindo Esse Nome É
2437058742,Como Ninguém Me Vê (Ao Vivo)
_kzGw7LylWs,SOM DA SUA VOZ
3341233659,Clamarei Ao Meu Senhor
2032880224,Vem Com Josué
GGL_USR_ID:3240212348,Olhar de Longe
,Aleluia
3007204273,Face To Face
1646973951,Sem Paredes (Ao Vivo)
GGL_USR_ID:3725146542,Nenhuma Condenação Há
GGL_USR_ID:1802741107,Adorai Somente a Deus
4502492431,Vencedor (Ao Vivo)
1978116703,Pra Onde Eu Irei? (Live Church)
Iv-LQAwM1MI,LINDO ÉS | SÓ QUERO VER VOCÊ | SANTO | PARA QUE ENTRE O REI - CENTRAL MSC
1453403728,Enquanto Eu Viver
GGL_USR_ID:3276166311,Branca
wkI675dRaeU,Alfa e Ômega
GGL_USR_ID:1814655716,Posso Confiar
GGL_USR_ID:1524247703,Revela-me
GGL_USR_ID:5165886407,Caminho no Deserto (Ao Vivo)
GGL_USR_ID:2465276488,Águas Purificadoras (Ao Vivo)
1472798410,"Vem, Senhor (Ao Vivo)"
6dl3OydDOaY,A Bênção
1965627296,Emanuel (Ao Vivo)
1668024308,Purifica-me
2XDFVxDr1HQ,ESTREMECEM
1472773168,Só Quero Ver Voce / There Is Only One (Ao Vivo)
GGL_USR_ID:2694347966,Chegou a Hora
1535313640,Pra Sempre
GGL_USR_ID:3239068837,"Deus, Onde Estás? (Ao Vivo)"
GGL_USR_ID:3317809580,Estamos de Pé (Ao Vivo)
3045106749,Lugar secreto / Pai nosso (Live 2020)
GGL_USR_ID:1472747986,Imersão 2 (Ao Vivo)
GGL_USR_ID:1573723514,Hoje Eu Sei Quem Tu És (Ao Vivo)
GGL_USR_ID:1472691261,Santo Cordeiro (Ao Vivo)
lOq_kNj-rNw,Guilherme Baptista - Teu Poder / Creio Em Ti (Ao Vivo)
GGL_USR_ID:5485012983,Tu és o Alfa e o Ômega (Ao Vivo)
GGL_USR_ID:1623996529,"Me Libertou (Ao Vivo no Rio de Janeiro, 2002)"
GGL_USR_ID:1495356316,Ouço os Teus Passos (Ao Vivo)
1453402168,Deus Nos Amou
1453403742,Grande Deus
2032880196,Solta o Cabo da Nau
kdVVNhn7H9o,The Send Brasil ONLINE - Extra - Hino do Missionário // Rapha Gonçalves
GGL_USR_ID:1472772855,Cantarei Teu Amor
3037573404,Eu Me Rendo
GGL_USR_ID:1472752199,Acheguemo-Nos
GGL_USR_ID:4475738683,Este é o Som da Tua Noiva | Eu Só Quero Te Amar
1580454799,Ousado Amor (Ao Vivo)
1524236314,Eu e a Minha Casa (Ao Vivo)
YqxKb9S51U0,Seja o Centro + Jesus 
GGL_USR_ID:3588429077,Lar
VACfwhQ9QR0,"AO ÚNICO / ESPÍRITO, ENCHE A MINHA VIDA / SALA DO TRONO (AO VIVO)"
1838871267,Som do Avivamento
3gOrmlziado,Vivemos Por Fé
GGL_USR_ID:4004629501,Respirar (Ao Vivo)
GGL_USR_ID:3903899322,Assinatura do Amor
GGL_USR_ID:3317658148,Geração Eleita
1472797699,Se O Espírito De Deus Se Move Em Mim – Diálogo 9
GGL_USR_ID:1472796319,Diálogo 10
GGL_USR_ID:1736635059,Não Há Outro (Ao Vivo)
3007204362,Kiss Me
GGL_USR_ID:2662098956,Ele É (Ao Vivo)
GGL_USR_ID:1472796323,O Arco Íris
GGL_USR_ID:3263168426,Casa
3288691110,Espontâneo 2 (Ao Vivo)
2032880226,Os Guerreiros
yRFHbf1X49s,Yeshua
1615973172,Mais de Deus (Ao Vivo)
GGL_USR_ID:1453401800,Canção Dos Redimidos
CwYhjIej8iE,Com Amor Eterno
,Oleiro
GGL_USR_ID:5485012555,A Bondade do Senhor (Ao Vivo)
1477052963,Diálogo 2
2173507773,Nada Mais
nc8qxhmdqGk,CREIO QUE TU ÉS A CURA
1453402833,Aleluia Maranata
u6wPlYAPpxo,Santo Espírito (Clipe Oficial)
2437049012,Eu Sou Teu (Playback)
GGL_USR_ID:2439035292,E Não Há Outro (Ao Vivo)
GGL_USR_ID:1587064015,Saudades de Ti
1472729103,Eu Amo Tua Presença (Ao Vivo)
GGL_USR_ID:3349313342,Maravilhoso
,Tudo Entregarei
VrJiVDJnbZM,Nosso Deus
GGL_USR_ID:1453402147,Quem é Jesus?
1949997097,Simples (Acústico)
1978128962,Fazer Diferença
GGL_USR_ID:2032703071,Mil Palavras
GGL_USR_ID:3263141190,Pensei
GGL_USR_ID:5592806390,"Santo, Digno, Puro é o Cordeiro de Deus"
coJDC0S3wtI,Minhas Guerras
lOq_kNj-rNw,Teu Poder / Creio Em Ti (Ao Vivo)
1645833395,Tempo de Festa (Ao Vivo)
GGL_USR_ID:3587592657,Sopro
4418665887,Te Adoramos (Playback)
3587370511,Volta
GGL_USR_ID:3032565768,Porque Teu é o Reino
GGL_USR_ID:1472704744,Celebrai (Ao Vivo)
5330723806,Milhões de Milagres
1472716298,Sua Presença é Tudo Pra Mim
GGL_USR_ID:1453404852,Espontâneo (Ao Vivo)
1949964037,Tempo de Se Levantar (Ao Vivo)
GGL_USR_ID:3037586479,Ele Me Ama (Playback)
GGL_USR_ID:1575052490,Ninguém por Perto (Ao Vivo)
3032565762,O Deus Que Me Busca
rgwO2glB8ws,  Yeshua 
GGL_USR_ID:5485012718,Igreja (Ao Vivo)
GGL_USR_ID:1472697586,Introdução
GGL_USR_ID:3238945299,Hoje Tem Guerra (Ao Vivo)
GGL_USR_ID:3093173536,Com Fé
GGL_USR_ID:1623872828,Send Your Rain
1453407232,Ministração Profética 2
2700610148,Amigo Fiel (Live)
GGL_USR_ID:5023020719,Bendita Esperança (Ao Vivo)
GGL_USR_ID:1453406986,Ahumba
GGL_USR_ID:1472716337,Eu Sou Teu
GGL_USR_ID:1448791784,Teu Amor Não Falha
GGL_USR_ID:1472698455,Incomparável (Ao Vivo)
GGL_USR_ID:1453404899,Esconda-me (Ao Vivo)
GGL_USR_ID:3898846311,Te Louvo (Ao Vivo)
2131339225,Infinitamente Mais
GGL_USR_ID:1645833352,Por Tudo que Tu És (Ao Vivo)
GGL_USR_ID:3898853514,Ele Faz Cessar As Guerras (Ao Vivo)
GGL_USR_ID:1736735687,Pai Nosso / Grandioso és tu (Ao Vivo)
1453402121,Águas Purificadoras
1593862825,Amado da Minh'alma (Ao Vivo)
GGL_USR_ID:3588565702,Minh'alma
5455666353,Posso Ouvir (Ao Vivo)
eU_f5Yjft10,DIANTE DO TRONO  COM INTENSIDADE  04  QUEM É DEUS COMO NOSSO DEUS  CLIPE OFICIAL
0Dqz4yYH9VY,TUA PRESENÇA
GGL_USR_ID:4234725930,Som do Céu (Playback)
GGL_USR_ID:2040062415,Há Um Rio (Ao Vivo)
1459651243,Volto os Meus Olhos / Vem Derrama (Ao Vivo)
GGL_USR_ID:1645833180,Bençãos que Nem Sei Contar (Ao Vivo)
1472797703,Cada Um Dá Aquilo Que Tem – Diálogo 10
GGL_USR_ID:1624069332,De Todo El Corazón
1591945458,As Muitas Águas (Ao Vivo)
3007204150,You Are Good
GGL_USR_ID:3032424345,Deserto
GGL_USR_ID:1950063448,1 Coríntios 13
dofvX07IxrE,Se Move 
zTD6kOEi5kA,Além (Em Meio à Multidão) | Laura Souguellis (Ao Vivo)
GGL_USR_ID:5228409731,Paz (Ao Vivo)
WtvUIe6tL4A,BATENDO À PORTA
1644719670,Multidão de Sentimentos (Ao Vivo)
GGL_USR_ID:1623996365,"Cântico Espontâneo “Jesus” (Ao Vivo no Rio de Janeiro, 2002)"
GGL_USR_ID:2930191327,Tudo é Prá Tua Glória
GGL_USR_ID:2439035433,Foi O Teu Amor (Ao Vivo)
2967103209,"Pai, Obrigado!"
Pl2clnQ9L-4, Deixa a Luz Entrar (Ao Vivo)
3239039703,Rookmaaker (Ao Vivo)
GGL_USR_ID:3037586113,Ele Me Ama
GGL_USR_ID:1978128958,Meu Querer
GGL_USR_ID:1453403106,Príncipe da Paz (Ao Vivo)
1453403603,Deus do Recomeço (Ao Vivo)
GGL_USR_ID:1472785888,Oração Pelos Músicos
1472696135,Autor da Criação
GGL_USR_ID:2032880189,Um Povo Forte
vGt4ltGT2Wo, Em Teu Nome 
GGL_USR_ID:2801819464,Incendiados (Ao Vivo)
GGL_USR_ID:1453404948,Noiva Preciosa (Ao Vivo)
GGL_USR_ID:1472714705,Eu Decido
1644718484,Infinito (Ao Vivo)
GGL_USR_ID:1453402665,Em Meio à Tua Glória (Ao Vivo)
cbr6KjQcPx0, DOIS CAMINHOS
5485012555,A Bondade do Senhor (Ao Vivo)
1989280509,Eu Não Vivo (Ao Vivo)
5510050189,Não Descansarei (Acústico)
mf-MBod9K_I,MEDLEY LEÃO DE JUDÁ (AO VIVO)
3898844756,Estamos de Pé (Ao Vivo)
2465729025,Pra Sempre
,O Senhor é o Meu Pastor
GGL_USR_ID:3080058147,Santo Espírito (Ao Vivo)
GGL_USR_ID:1949734587,Minha Força
1472709072,Foi por Amor (Ao Vivo)
OIhouLJFlPs,¿ What in the World ?
OZ0DotizVak,ThreeSis - Inunda a Terra (Clipe Oficial)
BIAX74FPhlk,Te Desejamos
1453403563,Espontâneo Tu Reinas (Ao Vivo)
GGL_USR_ID:1453406210,Só de Pensar (Ao Vivo)
4409090589,Digno (Ao Vivo)
2148786311,Diz
MEdKD1IbC_o,SOBRE O TRONO (AO VIVO)
GGL_USR_ID:1472517539,Born Again (Portuguese Translation)
GGL_USR_ID:1453403268,"Por Amor de Ti, Oh Brasil (Ao Vivo)"
GGL_USR_ID:1989271667,Pai de Amor (Ao Vivo)
2796596310,Eis-Me Aqui (Ao Vivo)
1727951438,O Teu Amor Está Ganhando Forma (Ao Vivo)
GGL_USR_ID:2069334819,Te Adoro (Ao Vivo)
2032975550,3 Dias
5013354957,Céus (Ao Vivo)
TCIGst5_Xko,SOBERANO 
GGL_USR_ID:2439035230,Pai da Eternidade (Ao Vivo)
2694665324,Um Novo Tempo
2356981124,Bem Vindo
GGL_USR_ID:2173507773,Nada Mais
3244623773,Este é o Mover
GGL_USR_ID:3239397663,Que Onda
vh4sZsuSkpc,Minha Oração (Ao Vivo)
,ao nosso deus   clipe oficial igreja da cidade   tiago suguihara
GGL_USR_ID:2022055279,Ouço Os Teus Passos (Ao Vivo)
GGL_USR_ID:2395450967,Livre (Ao Vivo)
5510623250,La Sangre Del Cordero (Ao Vivo)
GGL_USR_ID:3586924272,Manda Lembrança
GGL_USR_ID:1646973612,Cristo Jesus (Ao Vivo)
jrrhfahG7D4,Kim Walker Smith Gabriela Rocha Teu Espírito Your Spirit
4124139549,Quem é Esse? (Ao Vivo)
1453402347,Obedecer
GGL_USR_ID:3071671693,Não Há Deus Como o Senhor (Playback)
V8Dme-1fGZ4,Envolve (Clipe Oficial)
,André Valadão - Santo - Holy - André Valadão
GGL_USR_ID:4212329937,Levanto um Aleluia
INZcylQF3Hs,Tua face • DROPS
GGL_USR_ID:2673844285,Coragem
1453406003,Aleluia
GGL_USR_ID:1834001083,Pai Nosso / Teu Reino Vem / Ele Vem Pra Reinar (Ao Vivo)
GGL_USR_ID:4480407893,Esperarei
4626442662,Procrastinação (Ao Vivo)
GGL_USR_ID:3671551079,Alegrem-se
GGL_USR_ID:1726595102,Assim Eu Vou
GGL_USR_ID:3023513213,Teu Amor
3781782936,Volto os Meus Olhos
2242217731,Meu Pastor (Ao Vivo)
ixbKCeDiQOg,OH! SE FENDESSES (CLIPE OFICIAL)
1453403131,Tua Glória (Ao Vivo)
1725033507,Mensagem
2465451080,Oceanos (Onde Meus Pés Podem Falhar)
GGL_USR_ID:1472796270,Diálogo 6
GGL_USR_ID:2077109684,Rocha Eterna (Playback)
u6wPlYAPpxo,Santo Espírito 
,Tudo é Para Tua Glória / Transbordo Em Teu Amor (Ao Vivo)
GGL_USR_ID:1424420451,Não Seremos Abalados
GGL_USR_ID:3037586596,Liberta-Me de Mim (Playback)
GGL_USR_ID:1472687973,Tua Visão
1453406228,Correr Para Ti (Ao Vivo)
GGL_USR_ID:3671264533,De Dentro Pra Fora
iP6-oNOVSlk,Pela Fé (Live)
GGL_USR_ID:1453403849,Minha Herança (Ao Vivo)
5013355569,Povo Se Prepare (Ao Vivo)
GGL_USR_ID:1472741284,A Morte Não Pode Vencer O Amor (Ao Vivo)
GGL_USR_ID:4449938423,Em Teus Braços (Acústico)
ISekSvZYLko, Minha Força/Preciso de Ti 
1949947004,Meu Coração Transborda de Amor por Ti (Ao Vivo)
GGL_USR_ID:2972005979,Me Entregarei
GGL_USR_ID:3037745811,Meu Salvador (Ao Vivo)
5512117880,Quando Estás Neste Lugar / Tudo é Para Tua Glória (Ao Vivo)
GGL_USR_ID:2254217919,Além das Quatro Paredes (Ao Vivo)
1811013851,Celebrai
GGL_USR_ID:5235863076,A Vida Tem Dessas Coisas
1472747992,O Tangedor E As Vozes (Ao Vivo)
KQUGVRNgTP0,Meu Ar
4124143390,Sobre Todo Impossível (Ao Vivo)
1472697653,Diálogo 8
GGL_USR_ID:1453403238,Nos Braços do Pai (Ao Vivo)
GGL_USR_ID:4393245859,Extravagante
,Barro
GGL_USR_ID:1472697598,Vamos Compartilhar
GGL_USR_ID:4154294508,Em Tua Presença (Versão Estendida) (Ao Vivo)
GGL_USR_ID:4662707456,Inesquecível (Playback)
GGL_USR_ID:2022136698,Nosso Deus (Ao Vivo)
4190453317,Sobre as Águas
5T969e7rjTY,Desarmo
GGL_USR_ID:1453402255,Canção do Amor
4516940899,O Senhor é Meu Pastor (Ao Vivo)
GGL_USR_ID:3199134962,Trindade
1453402458,Trabalhadores (Live)
1453406791,Mate A Besta
1453401499,Único
2465774164,Eu Sou Teu
,02:23
GGL_USR_ID:1472784237,Amor Com Fogo
1649638557,Minhas Guerras (Ao Vivo)
8vCmNSaB2K0,O DIA QUE SERÁ PRA SEMPRE - RODOLFO ABRANTES
GGL_USR_ID:4697180505,Lar de Milagres (Ao Vivo)
o1JkBpZJphE, HISTÓRIA DE AMOR
,O Rei está aqui
1472710853,Clamo Hosana
1577342895,Coração do Pai (Ao Vivo)
GGL_USR_ID:3089455378,Sião
GGL_USR_ID:1472752233,Bendito Seja Teu Nome
1472798478,Sopro (Ao Vivo)
1472722501,Meu Lugar É Aqui
1453405689,Quando Eu Clamar (Ao Vivo)
GGL_USR_ID:3554861812,Casa do Pão (Ao Vivo)
,Live Morada Deive - Referência
GGL_USR_ID:4123346454,Foi a Sua Mão
,ANA PAULA VALADÃO   RIO DE LAGRIMAS   CLIPE OFICIAL   DESERTO DE REVELAÇÃO   DIANTE DO TRONO
GGL_USR_ID:1667986096,Noiva (Ao Vivo)
GGL_USR_ID:2436977316,Não Há Nada Mais Doce
GGL_USR_ID:4502444410,Exaltado (Ao Vivo)
1472781733,Nenhuma Condenação Há (Ao Vivo)
GGL_USR_ID:1472722466,Senhor Te Amo
5235863076,A Vida Tem Dessas Coisas
1453406750,Uma Luz Que Não Pode Se Apagar
1623844857,Tua Paz (Ao Vivo)
GGL_USR_ID:2571475337,Cumprirás
GGL_USR_ID:1453403101,Cordeiro e Leão (Ao Vivo)
nx27QpLcbmk,O Teu Poder (Creio em Ti) (Clipe Oficial)
GGL_USR_ID:3037745226,Som do Despertar (Ao Vivo)
1453402397,Seu Nome É (Live)
,Altar (Acústico)
GGL_USR_ID:4662707134,Meu Cristo (Playback)
GGL_USR_ID:1472734219,Olhos da Fé
GGL_USR_ID:2032754336,Cristo Vem
GGL_USR_ID:5457529721,Cantem (Ao Vivo)
GGL_USR_ID:1802922649,Rocha Eterna (Ao Vivo)
GGL_USR_ID:1453407163,Face a Face
1472753936,Intro Espontânea (Ao Vivo)
1756084328,Eu Creio (Playback)
1453402670,Anseio (Ao Vivo)
GGL_USR_ID:3037745659,Face a Face (Ao Vivo)
GGL_USR_ID:1472687910,Deus De Amor
,
GGL_USR_ID:1447472752,Prisioneiro
1955374333,O Brasil é Teu (Ao Vivo)
GGL_USR_ID:2465276529,Dia Feliz (Ao Vivo)
GGL_USR_ID:2468542228,Torre Forte (Ao Vivo)
GGL_USR_ID:1453407076,"Ruach, Avivamento no Altar (Ao Vivo)"
1453407041,Exaltado (Ao Vivo)
1949964024,Anseio por Ti (Ao Vivo)
3238824436,Amor Que Nos Faz Um (Ao Vivo)
5405759929,Seja Bendito (Acústico)
5208934027,Basta Uma Palavra (Ao Vivo)
5510621612,Emmanuel (Ao Vivo)
AFBm7kj8qrc,Sobre as Ruínas
1472785888,Oração Pelos Músicos
,Cordeiro e Leão
1453404669,Roda Roda
VOw2C_Fm4kw,Eu Me Quebranto
GGL_USR_ID:3985295946,O Ar Que Eu Respiro
GGL_USR_ID:1472798443,Nada Pode Me Deter (Ao Vivo)
GGL_USR_ID:1472738201,Espero Por Ti
GGL_USR_ID:3555065139,Domingo à Tarde
GGL_USR_ID:5485012505,É No Nome Do Senhor Dos Exércitos (Ao Vivo)
1472798486,Não Há Outro (Ao Vivo)
GGL_USR_ID:3731061147,Rei do Meu Coração
GGL_USR_ID:4973338007,Rei da Glória (Playback)
1472517539,Born Again (Portuguese Translation)
GGL_USR_ID:2737974648,Soaking: Worship Vol.1 (Instrumental)
GGL_USR_ID:4308292306,U-Hu
1760997738,Um Mundo Lá Fora (Ao Vivo)
GGL_USR_ID:3829793054,Faça Tremer (Ao Vivo)
GGL_USR_ID:3037745890,Amado do Céu (Ao Vivo)
2718687628,A Bênção
GGL_USR_ID:1472750281,Juntos Reunidos (Ao Vivo)
GGL_USR_ID:1453402093,Quando Nasce Uma Criança
GGL_USR_ID:3638984500,A Vitória da Cruz / Mais Que Vencedor (Ao Vivo)
GGL_USR_ID:1495357601,Quem É Como o Senhor? (Ao Vivo)
GGL_USR_ID:3072038698,Deserto (Playback)
GGL_USR_ID:2994954697,Jesus Em Tua Presença (Ao Vivo)
T3Yi4r-NL0g,Mi em Mi
FIIdP6UlPoE,Há um lugar + Espontâneo
4845028988,Alegria Eterna (Ao Vivo)
,
GGL_USR_ID:3263143279,Seguro Vou
BVhH9iCFYZw,Tu És Fiel Senhor
GGL_USR_ID:1453404532,Eu Vou (Ao Vivo)
sSAK_51XnWs,Te Adorar
1459042043,Fique mais
1453401865,Nada Nem Ninguém
GGL_USR_ID:1453406093,Abram Alas
GGL_USR_ID:1472798474,Impossíveis? (Ao Vivo)
0bnyNwJmPj0,Sinto o Vento + Espontâneo  (Ao Vivo) - Altomonte feat. Zoe Lilly
eujRYYb2-6k,Eu Navegarei
1495355949,Pai das Luzes (Ao Vivo)
XbgF8r5Ahmw,Estou Aqui
1663223488,Luz que Brilha
2465532268,Santo Espirito
u6wPlYAPpxo,Santo Espírito (Clipe Oficial)
GGL_USR_ID:1472730292,Isaías 9
GGL_USR_ID:3616383768,Incoerência e Revolução
1495198675,Aba Pai
GGL_USR_ID:3288366462,Tremble / Estremecem (Ao Vivo)
,Coração Igual ao Teu
GGL_USR_ID:1779993487,Nada Vai Me Separar
GGL_USR_ID:3588173443,Me Recuso (Playback)
1645833281,Isaías 53 (Ao Vivo)
GGL_USR_ID:1649638557,Minhas Guerras (Ao Vivo)
GGL_USR_ID:1453404718,Lobo Mau
GGL_USR_ID:1453402307,"Podes Falar, Senhor"
3678285995,Aleluia
4733267654,Lapidação (Playback)
GGL_USR_ID:1459041997,Átrios de Amor
MOnP-vkDugI,Conversa de Filho 
1472741272,Cristo Venceu (Ao Vivo)
4682722389,Batam palmas (Ao Vivo)
k4Ct2bKTtME, OH QUÃO LINDO ESSE NOME / ENCHE-ME
GGL_USR_ID:2032831599,Não Temas
GGL_USR_ID:2971929156,Para Todo Mundo Ouvir
bFoIro0Zl2Y,Eu Vou Construir
2012169435,Apocalipse 4 (Ao Vivo)
2044157344,"Derrama Chuva, Senhor"
3299224445,Soberano
4435847279,Dread Lock
1939281575,A Mesa (Ao Vivo)
GnocEuudaC0,Lift Up Your Hands | The Send Brasil 2020 (Clipe Oficial)
GGL_USR_ID:3007769880,Echoes From The Ground Pt.1 (Kairos) (Live)
XG9nvRAlZdg,EIS DOS ANJOS   Altomonte Music
GGL_USR_ID:1459651243,Volto os Meus Olhos / Vem Derrama (Ao Vivo)
GGL_USR_ID:1625746404,Eterno Presente (Ao Vivo)
GT1_UKF3kCI,Quem é aquele • DROPS
1599567639,De todo Coração (Ao Vivo)
GGL_USR_ID:2825501627,Santo (Ao Vivo/On Tour)
GGL_USR_ID:1472744601,Enche-Me de Ti
GGL_USR_ID:1453406739,Nível Raso
GGL_USR_ID:3671270477,123 e Tchau
1453405820,Reino de Justiça (Ao Vivo)
GGL_USR_ID:1950035482,No Silêncio
,Avivamento
GGL_USR_ID:1472737649,Cantarei do Teu Amor
4123048773,Sou Teu
1532119391,Celebração da Unidade
GGL_USR_ID:3588167769,Sopro (Playback)
YE59bpUjFGI,   Cuidando de Você Clipe Oficial
bEU1zZzvFm4,"VOLTO OS MEUS OLHOS - Camilla Alves, Rapha Gonçalves, Altomonte"
4369286384,Yahveh (Acústico)
4684529916,Maravilhas do Senhor (Ao Vivo)
3586915844,Sem Direção
2540153205,Amor
1472698480,Todo Olho o Verá (Ao Vivo)
GGL_USR_ID:1453405567,Eu Vejo Tua Mão
u6wPlYAPpxo,Santo Espírito 
1472687938,Seja O Centro
GGL_USR_ID:4636532751,Aqueça o Meu Coração (Ao Vivo)
2439035268,Pelos Séculos dos Séculos (Ao Vivo)
5eSaL2tt91A,Altar
GGL_USR_ID:1663492356,De Corações Puros
1453407076,"Ruach, Avivamento no Altar (Ao Vivo)"
4646534551,Vencedor (Ao Vivo)
z4bQQyjSeCI,Jesus Te Amo
1524256481,Profetiza (Ao Vivo)
4213380419,Salmos 2 (Desconstruída)
3203435488,Maranata (Ao Vivo)
GGL_USR_ID:3037745539,Que o Leão Ruja (Ao Vivo)
GGL_USR_ID:4492070777,Oh Quão Lindo Esse Nome É (Ao Vivo)
GGL_USR_ID:4530410787,Teu Poder / Creio em Ti (Ao Vivo)
GGL_USR_ID:1623831055,Eu Só Tenho Você
GGL_USR_ID:1909973670,Grande é o Senhor (Ao Vivo)
GGL_USR_ID:5312805526,Emanuel (Ao Vivo)
GGL_USR_ID:2200405956,Satisfaz
GGL_USR_ID:3023567436,Me Faz a Tua Imagem (Ao Vivo)
GGL_USR_ID:1453403578,Coração Igual ao Teu (Ao Vivo)
1524236365,Agora Eu Vejo (Ao Vivo)
1453405113,Graça (Ao Vivo)
GGL_USR_ID:3089455470,Uma Palavra
PPnW74QUvOo,Tudo é Possível (Clipe Oficial)
GGL_USR_ID:1453402188,"Sim, Sim! Não, Não!"
1453403797,Saudades (Ao Vivo)
FhAirtfG6Ug,MANHÃ DE SOL   IN TRUST
GGL_USR_ID:1667986096,Noiva (Ao Vivo)
GGL_USR_ID:3263150696,Hoje Tem Guerra
3032565681,Te Peço um Milagre
1472710842,Pela Cruz
1453401741,Mandíbula Quebrada
3870745059,Reina Sobre Mim (Ao Vivo)
g1yPErsayig,Dias Contados 
GGL_USR_ID:1472779050,Nova Canção
,Enxugue as Lágrimas
GGL_USR_ID:3023458452,Dizemos Vem
GGL_USR_ID:5592806449,Shemah Adonai
2465450435,Espontâneo 1 (Ao Vivo)
_L2LHk1QQm0,Abro Espaço (Acústico)
GGL_USR_ID:1472720320,Filho Do Amor
GGL_USR_ID:1453401805,"Jesus, O Cristo"
2817177052,"Fill Me Up, Oh Lord"
GGL_USR_ID:1718873544,Eu Sou Nada Sem Ti
GGL_USR_ID:2674511077,Lugar Secreto (Español)
3156045540,Inside Out Upside Down (Live)
GGL_USR_ID:1727938051,Mostra-me Tua Face (Ao Vivo)
2032703073,Oh Quão Lindo Esse Nome É
3276167341,De Manhã
GGL_USR_ID:3283080803,Restauração
3037746296,Meu Coração Queima por Ti (Ao Vivo)
GGL_USR_ID:2540153186,O Que Faltava Em Mim
RRspGq5N1kc,Cordeiro e Leão
1453406801,Parecido Contigo
,TEU REINO
GGL_USR_ID:1472687887,Quem É Deus Como Nosso Deus?
1472696214,Diálogo 10
1532047374,Jesus (Ao Vivo)
2224069708,Vitorioso És (Ao Vivo)
GGL_USR_ID:5364194177,Minha Fortaleza
xkqXGWkPCMw,Outra Vez - Ao Vivo
GGL_USR_ID:3276178556,Antes do Final
GGL_USR_ID:2540152782,Revolução
GGL_USR_ID:1472749106,Eu e a Minha Casa (Ao Vivo)
2465450855,Espontâneo 2 (Ao Vivo)
GGL_USR_ID:3072038558,Shekinah (Playback)
1472710788,Amor Eterno
GGL_USR_ID:1453407326,Te Louvamos
GGL_USR_ID:1453401395,Liberdade
1472773118,Mar de Vidro (Ao Vivo)
wpEpA4Sfq6k,Amigo Fiel
GGL_USR_ID:1472749102,Cristo Meu Mestre (Ao Vivo)
4516254205,O Encontro (Ao Vivo)
2213259198,OH! Se Fendesses (Ao Vivo)
1453403431,A Tua Vontade (Ao Vivo)
GGL_USR_ID:2694664142,Santo
2436977239,Cuida de Mim
2465520352,Que Se Abram Os Ceus
3913136006,Oceanos (LIVE SESSION)
n9uHG6ZDwT4,Pra Este Lugar 
GGL_USR_ID:2139737534,Atos (Ao Vivo)
GGL_USR_ID:1453407144,Cantai ao Senhor
GGL_USR_ID:2254217914,Salmo 126 (Ao Vivo)
1532099799,História de Amor
2825501627,Santo (Ao Vivo/On Tour)
1949997094,Eu Andarei
GGL_USR_ID:2924845278,Salmos 150
xw9b3fHfZhM,Tu És Rei (Clipe Oficial)
GGL_USR_ID:1472722497,Glória
,ANA PAULA VALADÃO   NOIVA AMADA AO VIVO   Feat  NÍVEA SOARES   DIANTE DO TRONO
GGL_USR_ID:1618030642,De Ti Sempre Preciso (Ao Vivo)
GGL_USR_ID:3287541474,Espírito Santo (Ao Vivo)
2167526037,Casa (Ao Vivo)
GGL_USR_ID:1978161499,Bendirei / Fala / Porque Ele Vive (Ao Vivo)
4105935919,Mesmo Assim Me Amou
GGL_USR_ID:3293708364,Sabes Quem Eu Sou
1472746292,Precioso
GGL_USR_ID:1453405905,Reina Sobre Mim
GGL_USR_ID:1616079743,Ousado Amor (Ao Vivo)
GGL_USR_ID:1453406357,Que Sería De Mi
5533348941,Tu És Bom (Ao Vivo)
GGL_USR_ID:1453406780,Há Um Lugar Pra Mim
GGL_USR_ID:1453404867,Terra Seca (Ao Vivo)
1472795449,Eu Sou Livre
GGL_USR_ID:2743120739,NÃO TEMAS: ISAÍAS 41
GGL_USR_ID:2981484674,Teu amor venceu
