"track","isrc","title","upc","name","name_short"
"O Amanhecer","BROOD1800008","Grandes Feitos","7898556744300","Florianópolis House of Prayer",""
"Obediência","BROOD1800009","Grandes Feitos","7898556744300","Florianópolis House of Prayer",""
"Oração pelos Músicos","BROOD1800010","Grandes Feitos","7898556744300","Florianópolis House of Prayer",""
"Quebra o Silêncio","BROOD1800011","Grandes Feitos","7898556744300","Florianópolis House of Prayer",""
"Nosso Coração Queima (Acústico)","US7VG1782386","Onething (Acústico)","7898556743938","Florianópolis House of Prayer",""
"O Amanhecer (Acústico)","US7VG1782387","Onething (Acústico)","7898556743938","Florianópolis House of Prayer",""
"Obediência (Acústico)","US7VG1782388","Onething (Acústico)","7898556743938","Florianópolis House of Prayer",""
"Quebra O Silêncio (Acústico)","US7VG1782389","Onething (Acústico)","7898556743938","Florianópolis House of Prayer",""
"Salmos 27:4 (Acústico)","US7VG1782390","Onething (Acústico)","7898556743938","Florianópolis House of Prayer",""
"Herdeiro de Tudo","BRV151600012","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Majestade de Rei","BRV151600013","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Renova Minha Mente","BRV151600014","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Só Quero Ver Voce / There Is Only One","BRV151600015","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Quando Estou Com Você","BRV151600016","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Hebreus, Pt 1","BRV151600017","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Seu Amor Me Venceu","BRV151600018","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Promessa","BRV151600019","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"As Verdades Sobre Mim","BRV151600020","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Paixão por Jesus","BRV151600021","Nossa Adoração (Ao Vivo na Sala de Adoração)","7898556743877","Florianópolis House of Prayer",""
"Emanuel Ao Vivo","BXBFY1800007","Emanuel Ao Vivo","7898556745321","Florianópolis House of Prayer",""
"Ele Vem","BXBFY1800001","Ele Vem","7898556744782","Florianópolis House of Prayer",""
"Som do Céu (Live)","BXBFY1800003","fhop Live|Parte 1|Dia e Noite","7898556745024","Florianópolis House of Prayer",""
"Fé (Live)","BXBFY1800002","fhop Live|Parte 1|Dia e Noite","7898556745024","Florianópolis House of Prayer",""
"Quebra o Silêncio (Live)","BXBFY1800005","fhop Live|Parte 1|Dia e Noite","7898556745024","Florianópolis House of Prayer",""
"Preciso (Live)","BXBFY1800004","fhop Live|Parte 1|Dia e Noite","7898556745024","Florianópolis House of Prayer",""
"Hebreus 1 / Herdeiro de tudo (Live)","BXBFY1800006","fhop Live|Parte 1|Dia e Noite","7898556745024","Florianópolis House of Prayer",""
"Ousado Amor","BROOD1800014","Ousado Amor","7898556744324","Florianópolis House of Prayer",""
"Nível Raso","BRR8V1200001","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Uma Luz Que Não Pode Se Apagar","BRR8V1200002","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Paz Aos Homens","BRR8V1200003","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Nem Lua, Nem Sol","BRR8V1200004","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Quando o Céu Parou Pra Me Abraçar","BRR8V1200005","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Até Que A Casa Esteja Cheia","BRR8V1200006","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"No Teu Jardim","BRR8V1200007","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Há Um Lugar Pra Mim","BRR8V1200008","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Vem Derramar","BRR8V1200009","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Mate A Besta","BRR8V1200010","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Castiçais De Ouro","BRR8V1200011","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Parecido Contigo","BRR8V1200012","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Bônus","BRR8V1200013","R.A.B.T.","7898556740197","Rodolfo Abrantes",""
"Tudo Mais Pode Esperar","BRR8V1500001","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Eu Sou Esse Lugar","BRR8V1500002","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Quem é Essa?","BRR8V1500003","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"O Tempo Mudou","BRR8V1500004","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Pisaduras","BRR8V1500005","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Teu Amor me Aproxima do Céu","BRR8V1500006","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Todo Dia Até Morrer","BRR8V1500007","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Tão Sublime","BRRV81500008","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Joio ou Trigo","BRR8V1500009","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Veja a Terra te Adorar","BRR8V1500010","Joio ou Trigo","7898556749725","Rodolfo Abrantes",""
"Na Gravidade da Presença","BRR8V1800007","Na Gravidade da Presença","7898556745352","Rodolfo Abrantes",""
"O Dia que Será pra Sempre","BRR8V1800003","O Dia que Será pra Sempre","7898556745147","Rodolfo Abrantes",""
"Eu Sou Esse Lugar","BRR8V1500002","Joio ou Trigo","3614594529709","Rodolfo Abrantes",""
"Todo Dia Até Morrer","BRR8V1500007","Joio ou Trigo","3614594529709","Rodolfo Abrantes",""
"Quero Te Obedecer (Playback)","BROOD0600048","Geração de Samuel (Playback)","7898556746366","Fernandinho",""
"Faz Chover","BROOD0600184","Geração de Samuel (Playback)","7898556746366","Fernandinho",""
"Geração de Samuel (Playback)","BROOD0600050","Geração de Samuel (Playback)","7898556746366","Fernandinho",""
"Te Adorar (Playback)","BROOD0600054","Geração de Samuel (Playback)","7898556746366","Fernandinho",""
"Galileu","BRFZH1500055","Galileu - Single (Ao Vivo)","3614594622073","Fernandinho",""
"Não Mais Escravos","BROOD1700160","Não Mais Escravos","7898556743549","Gabriel Guedes de Almeida",""
"Eu Creio","BROOD1800152","Eu Creio (Ao Vivo)","7898556745246","Gabriel Guedes de Almeida",""
"Eu e a Minha Casa","BRMLH1800002","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Agora Eu Vejo","BRMLH1800003","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Valorize-se","BRMLH1800004","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"A Los Ojos de Dios","BRMLH1800005","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Mulheres Virtuosas","BRMLH1800006","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Noiva Amada","BRMLH1800007","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Sou Ester","BRMLH1800008","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"É Melhor Serem Dois do Que um (Cordão de Três Dobras)","BRMLH1800009","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Eu Só Tenho Você","BRMLH1800010","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Filho Meu","BRMLH1800011","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Família Bendita","BRMLH1800012","Eu e a Minha Casa (Ao Vivo)","7898556744942","Diante do Trono",""
"Faz Outra Vez","BRMLH1700013","Deserto de Revelação","7898556743969","Diante do Trono",""
"Águas Do Jordão","BRMLH1700014","Deserto de Revelação","7898556743969","Diante do Trono",""
"Josué 1","BRMLH1700015","Deserto de Revelação","7898556743969","Diante do Trono",""
"Deserto De Revelação","BRMLH1700016","Deserto de Revelação","7898556743969","Diante do Trono",""
"Amor Que Me Abraça","BRMLH1700017","Deserto de Revelação","7898556743969","Diante do Trono",""
"Seja Pra Mim","BRMLH1700018","Deserto de Revelação","7898556743969","Diante do Trono",""
"É Suficiente","BRMLH1700019","Deserto de Revelação","7898556743969","Diante do Trono",""
"Quando Chego ao Fim","BRMLH1700020","Deserto de Revelação","7898556743969","Diante do Trono",""
"A Terra Inteira","BRMLH1700021","Deserto de Revelação","7898556743969","Diante do Trono",""
"Pai Nosso","BRMLH1700022","Deserto de Revelação","7898556743969","Diante do Trono",""
"70x7","BRMLH1700023","Deserto de Revelação","7898556743969","Diante do Trono",""
"Rios de Lágrimas","BRMLH1700024","Deserto de Revelação","7898556743969","Diante do Trono",""
"Sobre as Águas","BRMLH1700025","Deserto de Revelação","7898556743969","Diante do Trono",""
"Fluirão Rios","BRMLH1700001","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Tudo Viverá","BRMLH1700002","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Tira Os Meus Pés Do Chão","BRMLH1700003","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Me Deixar Levar Por Ti","BRMLH1700004","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Teu Novo","BRMLH1700005","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Faz Novas Todas As Coisas","BRMLH1700006","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Porque Dele E Por Ele","BRMLH1700007","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Tudo No Seu Templo Diz: Glória!","BRMLH1700008","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Como As Águas Cobrem O Mar","BRMLH1700009","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Imersão, Pt. 2","BRMLH1700010","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"O Tangedor E As Vozes","BRMLH1700011","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"O Mergulho Final","BRMLH1700012","Imersão, Vol. 2 (Cânticos Espontâneos) (Ao Vivo)","3614976702577","Diante do Trono",""
"Quero Subir","BRMLH1300028","Renovo","7891430294625","Diante do Trono",""
"A Vitória Da Cruz / Mais Que Vencedor (Pot-pourri)","BRMLH1300030","Renovo","7891430294625","Diante do Trono",""
"Quem É Deus Como Nosso Deus?","BRMLH1300029","Renovo","7891430294625","Diante do Trono",""
"Deus De Amor","BRMLH1300032","Renovo","7891430294625","Diante do Trono",""
"Amigo Fiel","BRMLH1300031","Renovo","7891430294625","Diante do Trono",""
"Espontâneo 15 Anos","BRMLH1300040","Renovo","7891430294625","Diante do Trono",""
"Esperança","BRMLH1300033","Renovo","7891430294625","Diante do Trono",""
"Nos Braços Do Pai","BRMLH1300034","Renovo","7891430294625","Diante do Trono",""
"Seja O Centro","BRMLH1300038","Renovo","7891430294625","Diante do Trono",""
"Tua Presença","BRMLH1300035","Renovo","7891430294625","Diante do Trono",""
"Canção Do Amor / Quero Me Apaixonar (Pot-Pourri)","BRMLH1300036","Renovo","7891430294625","Diante do Trono",""
"Porque Te Amo","BRMLH1300037","Renovo","7891430294625","Diante do Trono",""
"Tua Visão","BRMLH1300039","Renovo","7891430294625","Diante do Trono",""
"Toma o Teu Lugar","BRMLH1200015","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Canta Minh'alma","BRMLH1200016","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Enquanto Eu Viver","BRMLH1200017","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Jesus Amado","BRMLH1200018","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Grande Deus","BRMLH1200019","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Escudo & Proteção","BRMLH1200020","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Creio","BRMLH1200021","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"O Vencedor","BRMLH1200023","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Porque Estás Comigo","BRMLH1200022","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Em Tua Presença","BRMLH1200024","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Só Um Relance","BRMLH1200025","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Santo, Santo, Santo (Salvador e Rei)","BRMLH1200026","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Casa de Oração","BRMLH1200027","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Vinho Novo","BRMLH1200028","Creio Diante do Trono 15","7898556741354","Diante do Trono",""
"Vem, Senhor","BRMLH1600013","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Tira Todo o Meu Medo","BRMLH1600014","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Tudo Vai Ficar Bem","BRMLH1600015","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Eu Lanço","BRMLH1600016","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Eu Descanso","BRMLH1600017","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"O Mais Ele Fará","BRMLH1600018","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Eu Sou Livre","BRMLH1600019","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Nada Pode Me Deter","BRMLH1600020","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Esperança","BRMLH1600021","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Sou a Tua Paz","BRMLH1600022","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Imersão","BRMLH1600023","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Vestes de Alegria","BRMLH1600024","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Começa a Brilhar","BRMLH1600025","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Eu Sou","BRMLH1600026","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Impossíveis?","BRMLH1600027","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Sopro","BRMLH1600028","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Sobe Aqui em Cima","BRMLH1600029","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Não Há Outro","BRMLH1600030","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Em Meu Nome","BRMLH1600031","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Tudo É Possível ao Que Crê","BRMLH1600032","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Venha o Teu Reino","BRMLH1600033","Imersão (Cânticos Espontaneos) (Ao Vivo)","7899806100624","Diante do Trono",""
"Vestes de Louvor / Isaías 40","BRMLH1300041","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Rei dos Reis / Cordeiro e Leão","BRMLH1300042","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Rasga os Céus","BRMLH1300052","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Tu Reinas","BRMLH1300043","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Espontâneo Tu Reinas","BRMLH1300069","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Santo","BRMLH1300053","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Exaltado","BRMLH1300044","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Coração Igual ao Teu","BRMLH1300045","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"O Cheiro das Águas","BRMLH1300048","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Manancial","BRMLH1300047","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Águas Purificadoras","BRMLH1300049","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Brasil","BRMLH1300055","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Deus do Recomeço","BRMLH1300054","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Só o Senhor é Deus","BRMLH1300050","Tu Reinas - Diante do Trono 16 (Ao Vivo)","7898556741125","Diante do Trono",""
"Abertura","BRMLH0500001","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"Tempo de Festa","BRMLH0500002","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"Eu Quero o Avivamento","BRMLH0500003","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"A Vitoria da Cruz","BRMLH0500004","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"Quando Deus Escolhe Alguém","BRMLH0500005","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"À Sombra do Altíssimo","BRMLH0500006","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"O Cheiro das Águas","BRMLH0500007","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"Águas Purificadoras","BRMLH0500991","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"O Bálsamo de Gileade","BRMLH0500008","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"Deus Fiel","BRMLH0500009","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"O Espírito & a Noiva Dizem: ""Vem""","BRMLH0500010","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)","7898556741576","Diante do Trono",""
"Medley Israel/ Abertura Shema Israel/Deus De Israel/Shailailai/Salmo 24","BRMLH1400001","Tetelestai","7899806100600","Diante do Trono",""
"A Batalha É Do Senhor","BRMLH1400005","Tetelestai","7899806100600","Diante do Trono",""
